Question 1,Question 2,Labels,Num_fiche_q1,Num_fiche_q2
Quelle est la période de dépôt pour la déclaration de revenus si vous la déposez en ligne ?,Quel rôle joue le prélèvement à la source dans le cadre de la déclaration des revenus ?,1,0,0
Quelle est la période de dépôt pour la déclaration de revenus si vous la déposez en ligne ?,À quel centre des finances publiques devez-vous adresser votre déclaration de revenus ?,1,0,0
Quelle est la période de dépôt pour la déclaration de revenus si vous la déposez en ligne ?,Quelle est la conséquence du non-dépôt de la déclaration de revenus dans les délais impartis ?,1,0,0
Quelle est la période de dépôt pour la déclaration de revenus si vous la déposez en ligne ?,Quel formulaire devez-vous utiliser pour déclarer vos revenus si vous déclarez pour la première fois ?,1,0,0
Qui doit souscrire une déclaration de revenus chaque année ?,Quels éléments la déclaration des revenus permet-elle de mettre à jour en plus du calcul de l'impôt dû ?,1,0,0
Qui doit souscrire une déclaration de revenus chaque année ?,Quel rôle joue le prélèvement à la source dans le cadre de la déclaration des revenus ?,1,0,0
Qui doit souscrire une déclaration de revenus chaque année ?,À quel centre des finances publiques devez-vous adresser votre déclaration de revenus ?,1,0,0
Qui doit souscrire une déclaration de revenus chaque année ?,Quelle est la conséquence du non-dépôt de la déclaration de revenus dans les délais impartis ?,1,0,0
Qui doit souscrire une déclaration de revenus chaque année ?,Quel formulaire devez-vous utiliser pour déclarer vos revenus si vous déclarez pour la première fois ?,1,0,0
Quels éléments la déclaration des revenus permet-elle de mettre à jour en plus du calcul de l'impôt dû ?,Quel rôle joue le prélèvement à la source dans le cadre de la déclaration des revenus ?,1,0,0
Quels éléments la déclaration des revenus permet-elle de mettre à jour en plus du calcul de l'impôt dû ?,À quel centre des finances publiques devez-vous adresser votre déclaration de revenus ?,1,0,0
Quels éléments la déclaration des revenus permet-elle de mettre à jour en plus du calcul de l'impôt dû ?,Quelle est la conséquence du non-dépôt de la déclaration de revenus dans les délais impartis ?,1,0,0
Quels éléments la déclaration des revenus permet-elle de mettre à jour en plus du calcul de l'impôt dû ?,Quel formulaire devez-vous utiliser pour déclarer vos revenus si vous déclarez pour la première fois ?,1,0,0
Quel rôle joue le prélèvement à la source dans le cadre de la déclaration des revenus ?,À quel centre des finances publiques devez-vous adresser votre déclaration de revenus ?,1,0,0
Quel rôle joue le prélèvement à la source dans le cadre de la déclaration des revenus ?,Quelle est la conséquence du non-dépôt de la déclaration de revenus dans les délais impartis ?,1,0,0
Quel rôle joue le prélèvement à la source dans le cadre de la déclaration des revenus ?,Quel formulaire devez-vous utiliser pour déclarer vos revenus si vous déclarez pour la première fois ?,1,0,0
À quel centre des finances publiques devez-vous adresser votre déclaration de revenus ?,Quelle est la conséquence du non-dépôt de la déclaration de revenus dans les délais impartis ?,1,0,0
À quel centre des finances publiques devez-vous adresser votre déclaration de revenus ?,Quel formulaire devez-vous utiliser pour déclarer vos revenus si vous déclarez pour la première fois ?,1,0,0
Quelle est la conséquence du non-dépôt de la déclaration de revenus dans les délais impartis ?,Quel formulaire devez-vous utiliser pour déclarer vos revenus si vous déclarez pour la première fois ?,1,0,0
"Si un couple se marie le 1er juin de l’année N, quelle est la règle normale pour leurs déclarations de revenus au titre de l’année N ?",Un enfant célibataire et mineur peut-il être imposé en son nom propre ?,1,1,1
"Si un couple se marie le 1er juin de l’année N, quelle est la règle normale pour leurs déclarations de revenus au titre de l’année N ?",Un enfant majeur qui s’est marié peut-il demander son rattachement au foyer de ses parents ?,1,1,1
"Si un couple se marie le 1er juin de l’année N, quelle est la règle normale pour leurs déclarations de revenus au titre de l’année N ?",Quel est le délai maximal pour signaler aux services fiscaux un changement de situation familiale afin d’ajuster le prélèvement à la source ?,1,1,1
"Si un couple se marie le 1er juin de l’année N, quelle est la règle normale pour leurs déclarations de revenus au titre de l’année N ?",Comment doivent déclarer leurs revenus deux personnes qui vivent en union libre sans être mariées ni pacsées ?,1,1,1
"Si un couple se marie le 1er juin de l’année N, quelle est la règle normale pour leurs déclarations de revenus au titre de l’année N ?","En cas de mariage, dans quelles conditions peut-on opter pour une imposition séparée l’année même du mariage ?",1,1,1
"Si un couple se marie le 1er juin de l’année N, quelle est la règle normale pour leurs déclarations de revenus au titre de l’année N ?",Dans quelle hypothèse deux époux peuvent-ils déposer des déclarations distinctes même s’ils ne sont pas divorcés ?,1,1,1
"Si un couple se marie le 1er juin de l’année N, quelle est la règle normale pour leurs déclarations de revenus au titre de l’année N ?","En cas de décès d’un des conjoints en cours d’année, combien de déclarations doivent être souscrites pour cette année ?",1,1,1
"Si un couple se marie le 1er juin de l’année N, quelle est la règle normale pour leurs déclarations de revenus au titre de l’année N ?",Comment se déclare la quote-part de revenus communs lorsque deux époux divorcent en cours d’année ?,1,1,1
"Si un couple se marie le 1er juin de l’année N, quelle est la règle normale pour leurs déclarations de revenus au titre de l’année N ?","Lorsqu’un enfant atteint ses 18 ans en milieu d’année, quel est le principe de sa déclaration de revenus ?",1,1,1
"Si un couple se marie le 1er juin de l’année N, quelle est la règle normale pour leurs déclarations de revenus au titre de l’année N ?",Quelle est la règle générale pour le nombre de déclarations de revenus dans un couple marié ou pacsé vivant sous le même toit toute l’année ?,1,1,1
Un enfant célibataire et mineur peut-il être imposé en son nom propre ?,Un enfant majeur qui s’est marié peut-il demander son rattachement au foyer de ses parents ?,1,1,1
Un enfant célibataire et mineur peut-il être imposé en son nom propre ?,Quel est le délai maximal pour signaler aux services fiscaux un changement de situation familiale afin d’ajuster le prélèvement à la source ?,1,1,1
Un enfant célibataire et mineur peut-il être imposé en son nom propre ?,Comment doivent déclarer leurs revenus deux personnes qui vivent en union libre sans être mariées ni pacsées ?,1,1,1
Un enfant célibataire et mineur peut-il être imposé en son nom propre ?,"En cas de mariage, dans quelles conditions peut-on opter pour une imposition séparée l’année même du mariage ?",1,1,1
Un enfant célibataire et mineur peut-il être imposé en son nom propre ?,Dans quelle hypothèse deux époux peuvent-ils déposer des déclarations distinctes même s’ils ne sont pas divorcés ?,1,1,1
Un enfant célibataire et mineur peut-il être imposé en son nom propre ?,"En cas de décès d’un des conjoints en cours d’année, combien de déclarations doivent être souscrites pour cette année ?",1,1,1
Un enfant célibataire et mineur peut-il être imposé en son nom propre ?,Comment se déclare la quote-part de revenus communs lorsque deux époux divorcent en cours d’année ?,1,1,1
Un enfant célibataire et mineur peut-il être imposé en son nom propre ?,"Lorsqu’un enfant atteint ses 18 ans en milieu d’année, quel est le principe de sa déclaration de revenus ?",1,1,1
Un enfant célibataire et mineur peut-il être imposé en son nom propre ?,Quelle est la règle générale pour le nombre de déclarations de revenus dans un couple marié ou pacsé vivant sous le même toit toute l’année ?,1,1,1
Un enfant majeur qui s’est marié peut-il demander son rattachement au foyer de ses parents ?,Quel est le délai maximal pour signaler aux services fiscaux un changement de situation familiale afin d’ajuster le prélèvement à la source ?,1,1,1
Un enfant majeur qui s’est marié peut-il demander son rattachement au foyer de ses parents ?,Comment doivent déclarer leurs revenus deux personnes qui vivent en union libre sans être mariées ni pacsées ?,1,1,1
Un enfant majeur qui s’est marié peut-il demander son rattachement au foyer de ses parents ?,"En cas de mariage, dans quelles conditions peut-on opter pour une imposition séparée l’année même du mariage ?",1,1,1
Un enfant majeur qui s’est marié peut-il demander son rattachement au foyer de ses parents ?,Dans quelle hypothèse deux époux peuvent-ils déposer des déclarations distinctes même s’ils ne sont pas divorcés ?,1,1,1
Un enfant majeur qui s’est marié peut-il demander son rattachement au foyer de ses parents ?,"En cas de décès d’un des conjoints en cours d’année, combien de déclarations doivent être souscrites pour cette année ?",1,1,1
Un enfant majeur qui s’est marié peut-il demander son rattachement au foyer de ses parents ?,Comment se déclare la quote-part de revenus communs lorsque deux époux divorcent en cours d’année ?,1,1,1
Un enfant majeur qui s’est marié peut-il demander son rattachement au foyer de ses parents ?,"Lorsqu’un enfant atteint ses 18 ans en milieu d’année, quel est le principe de sa déclaration de revenus ?",1,1,1
Un enfant majeur qui s’est marié peut-il demander son rattachement au foyer de ses parents ?,Quelle est la règle générale pour le nombre de déclarations de revenus dans un couple marié ou pacsé vivant sous le même toit toute l’année ?,1,1,1
Quel est le délai maximal pour signaler aux services fiscaux un changement de situation familiale afin d’ajuster le prélèvement à la source ?,Comment doivent déclarer leurs revenus deux personnes qui vivent en union libre sans être mariées ni pacsées ?,1,1,1
Quel est le délai maximal pour signaler aux services fiscaux un changement de situation familiale afin d’ajuster le prélèvement à la source ?,"En cas de mariage, dans quelles conditions peut-on opter pour une imposition séparée l’année même du mariage ?",1,1,1
Quel est le délai maximal pour signaler aux services fiscaux un changement de situation familiale afin d’ajuster le prélèvement à la source ?,Dans quelle hypothèse deux époux peuvent-ils déposer des déclarations distinctes même s’ils ne sont pas divorcés ?,1,1,1
Quel est le délai maximal pour signaler aux services fiscaux un changement de situation familiale afin d’ajuster le prélèvement à la source ?,"En cas de décès d’un des conjoints en cours d’année, combien de déclarations doivent être souscrites pour cette année ?",1,1,1
Quel est le délai maximal pour signaler aux services fiscaux un changement de situation familiale afin d’ajuster le prélèvement à la source ?,Comment se déclare la quote-part de revenus communs lorsque deux époux divorcent en cours d’année ?,1,1,1
Quel est le délai maximal pour signaler aux services fiscaux un changement de situation familiale afin d’ajuster le prélèvement à la source ?,"Lorsqu’un enfant atteint ses 18 ans en milieu d’année, quel est le principe de sa déclaration de revenus ?",1,1,1
Quel est le délai maximal pour signaler aux services fiscaux un changement de situation familiale afin d’ajuster le prélèvement à la source ?,Quelle est la règle générale pour le nombre de déclarations de revenus dans un couple marié ou pacsé vivant sous le même toit toute l’année ?,1,1,1
Comment doivent déclarer leurs revenus deux personnes qui vivent en union libre sans être mariées ni pacsées ?,"En cas de mariage, dans quelles conditions peut-on opter pour une imposition séparée l’année même du mariage ?",1,1,1
Comment doivent déclarer leurs revenus deux personnes qui vivent en union libre sans être mariées ni pacsées ?,Dans quelle hypothèse deux époux peuvent-ils déposer des déclarations distinctes même s’ils ne sont pas divorcés ?,1,1,1
Comment doivent déclarer leurs revenus deux personnes qui vivent en union libre sans être mariées ni pacsées ?,"En cas de décès d’un des conjoints en cours d’année, combien de déclarations doivent être souscrites pour cette année ?",1,1,1
Comment doivent déclarer leurs revenus deux personnes qui vivent en union libre sans être mariées ni pacsées ?,Comment se déclare la quote-part de revenus communs lorsque deux époux divorcent en cours d’année ?,1,1,1
Comment doivent déclarer leurs revenus deux personnes qui vivent en union libre sans être mariées ni pacsées ?,"Lorsqu’un enfant atteint ses 18 ans en milieu d’année, quel est le principe de sa déclaration de revenus ?",1,1,1
Comment doivent déclarer leurs revenus deux personnes qui vivent en union libre sans être mariées ni pacsées ?,Quelle est la règle générale pour le nombre de déclarations de revenus dans un couple marié ou pacsé vivant sous le même toit toute l’année ?,1,1,1
"En cas de mariage, dans quelles conditions peut-on opter pour une imposition séparée l’année même du mariage ?",Dans quelle hypothèse deux époux peuvent-ils déposer des déclarations distinctes même s’ils ne sont pas divorcés ?,1,1,1
"En cas de mariage, dans quelles conditions peut-on opter pour une imposition séparée l’année même du mariage ?","En cas de décès d’un des conjoints en cours d’année, combien de déclarations doivent être souscrites pour cette année ?",1,1,1
"En cas de mariage, dans quelles conditions peut-on opter pour une imposition séparée l’année même du mariage ?",Comment se déclare la quote-part de revenus communs lorsque deux époux divorcent en cours d’année ?,1,1,1
"En cas de mariage, dans quelles conditions peut-on opter pour une imposition séparée l’année même du mariage ?","Lorsqu’un enfant atteint ses 18 ans en milieu d’année, quel est le principe de sa déclaration de revenus ?",1,1,1
"En cas de mariage, dans quelles conditions peut-on opter pour une imposition séparée l’année même du mariage ?",Quelle est la règle générale pour le nombre de déclarations de revenus dans un couple marié ou pacsé vivant sous le même toit toute l’année ?,1,1,1
Dans quelle hypothèse deux époux peuvent-ils déposer des déclarations distinctes même s’ils ne sont pas divorcés ?,"En cas de décès d’un des conjoints en cours d’année, combien de déclarations doivent être souscrites pour cette année ?",1,1,1
Dans quelle hypothèse deux époux peuvent-ils déposer des déclarations distinctes même s’ils ne sont pas divorcés ?,Comment se déclare la quote-part de revenus communs lorsque deux époux divorcent en cours d’année ?,1,1,1
Dans quelle hypothèse deux époux peuvent-ils déposer des déclarations distinctes même s’ils ne sont pas divorcés ?,"Lorsqu’un enfant atteint ses 18 ans en milieu d’année, quel est le principe de sa déclaration de revenus ?",1,1,1
Dans quelle hypothèse deux époux peuvent-ils déposer des déclarations distinctes même s’ils ne sont pas divorcés ?,Quelle est la règle générale pour le nombre de déclarations de revenus dans un couple marié ou pacsé vivant sous le même toit toute l’année ?,1,1,1
"En cas de décès d’un des conjoints en cours d’année, combien de déclarations doivent être souscrites pour cette année ?",Comment se déclare la quote-part de revenus communs lorsque deux époux divorcent en cours d’année ?,1,1,1
"En cas de décès d’un des conjoints en cours d’année, combien de déclarations doivent être souscrites pour cette année ?","Lorsqu’un enfant atteint ses 18 ans en milieu d’année, quel est le principe de sa déclaration de revenus ?",1,1,1
"En cas de décès d’un des conjoints en cours d’année, combien de déclarations doivent être souscrites pour cette année ?",Quelle est la règle générale pour le nombre de déclarations de revenus dans un couple marié ou pacsé vivant sous le même toit toute l’année ?,1,1,1
Comment se déclare la quote-part de revenus communs lorsque deux époux divorcent en cours d’année ?,"Lorsqu’un enfant atteint ses 18 ans en milieu d’année, quel est le principe de sa déclaration de revenus ?",1,1,1
Comment se déclare la quote-part de revenus communs lorsque deux époux divorcent en cours d’année ?,Quelle est la règle générale pour le nombre de déclarations de revenus dans un couple marié ou pacsé vivant sous le même toit toute l’année ?,1,1,1
"Lorsqu’un enfant atteint ses 18 ans en milieu d’année, quel est le principe de sa déclaration de revenus ?",Quelle est la règle générale pour le nombre de déclarations de revenus dans un couple marié ou pacsé vivant sous le même toit toute l’année ?,1,1,1
Quels justificatifs peut-on vous demander pour prouver l’effectivité de vos frais de trajet domicile-travail ?,Comment le contribuable doit-il procéder pour justifier un éloignement supérieur à 40 km entre le domicile et le lieu de travail ?,1,10,10
Quels justificatifs peut-on vous demander pour prouver l’effectivité de vos frais de trajet domicile-travail ?,Comment doit être traité le loyer d’une voiture louée si vous utilisez les barèmes kilométriques de l’administration pour vos frais de transport ?,1,10,10
Quels justificatifs peut-on vous demander pour prouver l’effectivité de vos frais de trajet domicile-travail ?,Quel justificatif doit fournir un contribuable pour pouvoir utiliser le barème kilométrique alors qu’il n’est pas propriétaire du véhicule ?,1,10,10
Quels justificatifs peut-on vous demander pour prouver l’effectivité de vos frais de trajet domicile-travail ?,"Comment est traité fiscalement le trajet domicile-travail si la distance séparant le domicile du lieu de travail est de 60 km (120 km aller-retour), sans justification particulière d’éloignement ?",1,10,10
Quels justificatifs peut-on vous demander pour prouver l’effectivité de vos frais de trajet domicile-travail ?,"Quelle contrainte plafonne les frais réels déduits, hormis les péages, parkings et intérêts d'emprunt, lorsqu’on opte pour la déduction des dépenses réelles liées à l’usage d’un véhicule ?",1,10,10
Quels justificatifs peut-on vous demander pour prouver l’effectivité de vos frais de trajet domicile-travail ?,Quelles sont les dépenses susceptibles d’être cumulées avec l’application du barème kilométrique pour le calcul des frais de transport ?,1,10,10
Quels justificatifs peut-on vous demander pour prouver l’effectivité de vos frais de trajet domicile-travail ?,Quels postes de dépense sont intégralement pris en compte dans le barème kilométrique publié par l’administration fiscale ?,1,10,10
Quels justificatifs peut-on vous demander pour prouver l’effectivité de vos frais de trajet domicile-travail ?,"Dans quelle hypothèse peut-on considérer qu’il est justifié de choisir un mode de transport individuel (voiture, moto) plutôt que les transports collectifs pour ses déplacements professionnels ?",1,10,10
Quels justificatifs peut-on vous demander pour prouver l’effectivité de vos frais de trajet domicile-travail ?,Dans quelle situation peut-on déduire plus d’un aller-retour par jour au titre des frais de transport domicile-travail ?,1,10,10
Comment le contribuable doit-il procéder pour justifier un éloignement supérieur à 40 km entre le domicile et le lieu de travail ?,Comment doit être traité le loyer d’une voiture louée si vous utilisez les barèmes kilométriques de l’administration pour vos frais de transport ?,1,10,10
Comment le contribuable doit-il procéder pour justifier un éloignement supérieur à 40 km entre le domicile et le lieu de travail ?,Quel justificatif doit fournir un contribuable pour pouvoir utiliser le barème kilométrique alors qu’il n’est pas propriétaire du véhicule ?,1,10,10
Comment le contribuable doit-il procéder pour justifier un éloignement supérieur à 40 km entre le domicile et le lieu de travail ?,"Comment est traité fiscalement le trajet domicile-travail si la distance séparant le domicile du lieu de travail est de 60 km (120 km aller-retour), sans justification particulière d’éloignement ?",1,10,10
Comment le contribuable doit-il procéder pour justifier un éloignement supérieur à 40 km entre le domicile et le lieu de travail ?,"Quelle contrainte plafonne les frais réels déduits, hormis les péages, parkings et intérêts d'emprunt, lorsqu’on opte pour la déduction des dépenses réelles liées à l’usage d’un véhicule ?",1,10,10
Comment le contribuable doit-il procéder pour justifier un éloignement supérieur à 40 km entre le domicile et le lieu de travail ?,Quelles sont les dépenses susceptibles d’être cumulées avec l’application du barème kilométrique pour le calcul des frais de transport ?,1,10,10
Comment le contribuable doit-il procéder pour justifier un éloignement supérieur à 40 km entre le domicile et le lieu de travail ?,Quels postes de dépense sont intégralement pris en compte dans le barème kilométrique publié par l’administration fiscale ?,1,10,10
Comment le contribuable doit-il procéder pour justifier un éloignement supérieur à 40 km entre le domicile et le lieu de travail ?,"Dans quelle hypothèse peut-on considérer qu’il est justifié de choisir un mode de transport individuel (voiture, moto) plutôt que les transports collectifs pour ses déplacements professionnels ?",1,10,10
Comment le contribuable doit-il procéder pour justifier un éloignement supérieur à 40 km entre le domicile et le lieu de travail ?,Dans quelle situation peut-on déduire plus d’un aller-retour par jour au titre des frais de transport domicile-travail ?,1,10,10
Comment doit être traité le loyer d’une voiture louée si vous utilisez les barèmes kilométriques de l’administration pour vos frais de transport ?,Quel justificatif doit fournir un contribuable pour pouvoir utiliser le barème kilométrique alors qu’il n’est pas propriétaire du véhicule ?,1,10,10
Comment doit être traité le loyer d’une voiture louée si vous utilisez les barèmes kilométriques de l’administration pour vos frais de transport ?,"Comment est traité fiscalement le trajet domicile-travail si la distance séparant le domicile du lieu de travail est de 60 km (120 km aller-retour), sans justification particulière d’éloignement ?",1,10,10
Comment doit être traité le loyer d’une voiture louée si vous utilisez les barèmes kilométriques de l’administration pour vos frais de transport ?,"Quelle contrainte plafonne les frais réels déduits, hormis les péages, parkings et intérêts d'emprunt, lorsqu’on opte pour la déduction des dépenses réelles liées à l’usage d’un véhicule ?",1,10,10
Comment doit être traité le loyer d’une voiture louée si vous utilisez les barèmes kilométriques de l’administration pour vos frais de transport ?,Quelles sont les dépenses susceptibles d’être cumulées avec l’application du barème kilométrique pour le calcul des frais de transport ?,1,10,10
Comment doit être traité le loyer d’une voiture louée si vous utilisez les barèmes kilométriques de l’administration pour vos frais de transport ?,Quels postes de dépense sont intégralement pris en compte dans le barème kilométrique publié par l’administration fiscale ?,1,10,10
Comment doit être traité le loyer d’une voiture louée si vous utilisez les barèmes kilométriques de l’administration pour vos frais de transport ?,"Dans quelle hypothèse peut-on considérer qu’il est justifié de choisir un mode de transport individuel (voiture, moto) plutôt que les transports collectifs pour ses déplacements professionnels ?",1,10,10
Comment doit être traité le loyer d’une voiture louée si vous utilisez les barèmes kilométriques de l’administration pour vos frais de transport ?,Dans quelle situation peut-on déduire plus d’un aller-retour par jour au titre des frais de transport domicile-travail ?,1,10,10
Quel justificatif doit fournir un contribuable pour pouvoir utiliser le barème kilométrique alors qu’il n’est pas propriétaire du véhicule ?,"Comment est traité fiscalement le trajet domicile-travail si la distance séparant le domicile du lieu de travail est de 60 km (120 km aller-retour), sans justification particulière d’éloignement ?",1,10,10
Quel justificatif doit fournir un contribuable pour pouvoir utiliser le barème kilométrique alors qu’il n’est pas propriétaire du véhicule ?,"Quelle contrainte plafonne les frais réels déduits, hormis les péages, parkings et intérêts d'emprunt, lorsqu’on opte pour la déduction des dépenses réelles liées à l’usage d’un véhicule ?",1,10,10
Quel justificatif doit fournir un contribuable pour pouvoir utiliser le barème kilométrique alors qu’il n’est pas propriétaire du véhicule ?,Quelles sont les dépenses susceptibles d’être cumulées avec l’application du barème kilométrique pour le calcul des frais de transport ?,1,10,10
Quel justificatif doit fournir un contribuable pour pouvoir utiliser le barème kilométrique alors qu’il n’est pas propriétaire du véhicule ?,Quels postes de dépense sont intégralement pris en compte dans le barème kilométrique publié par l’administration fiscale ?,1,10,10
Quel justificatif doit fournir un contribuable pour pouvoir utiliser le barème kilométrique alors qu’il n’est pas propriétaire du véhicule ?,"Dans quelle hypothèse peut-on considérer qu’il est justifié de choisir un mode de transport individuel (voiture, moto) plutôt que les transports collectifs pour ses déplacements professionnels ?",1,10,10
Quel justificatif doit fournir un contribuable pour pouvoir utiliser le barème kilométrique alors qu’il n’est pas propriétaire du véhicule ?,Dans quelle situation peut-on déduire plus d’un aller-retour par jour au titre des frais de transport domicile-travail ?,1,10,10
"Comment est traité fiscalement le trajet domicile-travail si la distance séparant le domicile du lieu de travail est de 60 km (120 km aller-retour), sans justification particulière d’éloignement ?","Quelle contrainte plafonne les frais réels déduits, hormis les péages, parkings et intérêts d'emprunt, lorsqu’on opte pour la déduction des dépenses réelles liées à l’usage d’un véhicule ?",1,10,10
"Comment est traité fiscalement le trajet domicile-travail si la distance séparant le domicile du lieu de travail est de 60 km (120 km aller-retour), sans justification particulière d’éloignement ?",Quelles sont les dépenses susceptibles d’être cumulées avec l’application du barème kilométrique pour le calcul des frais de transport ?,1,10,10
"Comment est traité fiscalement le trajet domicile-travail si la distance séparant le domicile du lieu de travail est de 60 km (120 km aller-retour), sans justification particulière d’éloignement ?",Quels postes de dépense sont intégralement pris en compte dans le barème kilométrique publié par l’administration fiscale ?,1,10,10
